"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH08065","Computing and Numerics","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH08066","Probability","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH08068","Facets of Mathematics","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10059","Numerical Linear Algebra and Applications","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10060","Numerical Ordinary Differential Equations and Applications","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10066","Honours Differential Equations","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10067","Honours Complex Variables","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10068","Honours Analysis","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10069","Honours Algebra","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10072","Combinatorics and Graph Theory","c380a62e"
"F","Scotland","United Kingdom","HOME","UK fee rate","Ordinary Sciences",4,3,"MATH10073","Linear Programming, Modelling and Solution","c380a62e"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10007","Stochastic Modelling","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10010","Mathematical Education","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10022","Motion & Flow","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10044","Numerical Partial Differential Equations","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10049","Metric Spaces","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10051","Fourier Analysis","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10060","Numerical Ordinary Differential Equations and Applications","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10063","Mathematics Project","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH10074","Geometry","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11027","Dynamical Systems","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11093","Analysis of Nonlinear Waves","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11099","Probability 2","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11100","Probability 1","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11114","Mathematics Reading Course - S1","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11116","Stochastic Models in Biology","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mathematics",5,5,"MATH11127","Mathematics Dissertation","4f08ee90"
"M","Scotland","United Kingdom","HOME","UK fee rate","Software Engineering",5,3,"MATH08042","Mathematics for Informatics 3a","5f12cda1"
"M","Scotland","United Kingdom","HOME","UK fee rate","Software Engineering",5,3,"MATH08043","Mathematics for Informatics 3b","5f12cda1"
"M","Scotland","United Kingdom","HOME","UK fee rate","Software Engineering",5,3,"MATH08044","Mathematics for Informatics 4a","5f12cda1"
"M","Scotland","United Kingdom","HOME","UK fee rate","Software Engineering",5,3,"MATH08045","Mathematics for Informatics 4b","5f12cda1"
"M","Scotland","United Kingdom","HOME","UK fee rate","Software Engineering",5,3,"MATH08067","Probability with Applications","5f12cda1"
"M","Scotland","United Kingdom","HOME","UK fee rate","Mechanical Engineering with Renewable Energy",9,5,"MATH08034","Mathematics for Elec/Mech Eng 4","4deee5b7"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry with a Year Abroad",3,3,"MATH08060","Mathematics for Science and Engineering 1a","a619fccb"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry with a Year Abroad",3,3,"MATH08061","Mathematics for Science and Engineering 1b","a619fccb"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH10003","Financial Mathematics","7b84abc6"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH10031","Project in Mathematics (Double)","7b84abc6"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","7b84abc6"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH11032","Large Scale Optimization","7b84abc6"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH11111","Fundamentals of Optimization","7b84abc6"
"F","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Applied Mathematics",4,4,"MATH11116","Stochastic Models in Biology","7b84abc6"
"M","Nigeria","Nigeria","OVERSEAS","Overseas/International fee rate","Chemical Engineering",4,3,"MATH08019","Mathematics for Chem Eng 3","39447be3"
"M","Nigeria","Nigeria","OVERSEAS","Overseas/International fee rate","Chemical Engineering",4,3,"MATH08020","Mathematics for Chem Eng 4","39447be3"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH10010","Mathematical Education","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH10046","Hilbert Spaces","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH10049","Metric Spaces","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH10059","Numerical Linear Algebra and Applications","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH10063","Mathematics Project","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH11027","Dynamical Systems","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH11031","Nonlinear Optimization","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH11032","Large Scale Optimization","32ffb1dc"
"M","Greece","Greece","SEU","EU/EEA fee rate","Mathematics",5,4,"MATH11111","Fundamentals of Optimization","32ffb1dc"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH09002","Discrete Programming & Game Theory","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH09003","Geometry & Calculus of Variations","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10003","Financial Mathematics","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10005","Linear Statistical Modelling","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10006","Mathematical Computation & Communication Skills","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10008","Pure & Applied Analysis","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10010","Mathematical Education","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10021","Algebra","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10022","Motion & Flow","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10031","Project in Mathematics (Double)","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10033","Complex Variable & Differential Equations","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10044","Numerical Partial Differential Equations","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10059","Numerical Linear Algebra and Applications","38b315dd"
"M","England","United Kingdom","HOME","UK fee rate","Applied Mathematics",6,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","38b315dd"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH10049","Metric Spaces","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11027","Dynamical Systems","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11097","Pure Analysis 2","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11098","Pure Analysis 1","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11104","Geometry & Topology 1","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11116","Stochastic Models in Biology","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11120","Algebraic Geometry","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11127","Mathematics Dissertation","8d664b01"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH10027","Topology","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11030","Combinatorial Optimization","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11031","Nonlinear Optimization","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11046","Financial Risk Management","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11053","Introduction to Lie Groups","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11073","Time Series Analysis and Forecasting","7ffb4d1b"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11127","Mathematics Dissertation","7ffb4d1b"
"F","Romania","Romania","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11098","Pure Analysis 1","2489c894"
"F","Romania","Romania","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11103","Geometry & Topology 2","2489c894"
"F","Romania","Romania","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11104","Geometry & Topology 1","2489c894"
"F","Romania","Romania","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11126","Basic Algebra 2","2489c894"
"F","Romania","Romania","SEU","EU/EEA fee rate","Mathematics",5,5,"MATH11127","Mathematics Dissertation","2489c894"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Mathematics and Physics",4,4,"MATH10027","Topology","671c8afb"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Mathematics and Physics",4,4,"MATH10031","Project in Mathematics (Double)","671c8afb"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Mathematics and Physics",4,4,"MATH10046","Hilbert Spaces","671c8afb"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Mathematics and Physics",4,4,"MATH11027","Dynamical Systems","671c8afb"
"M","Scotland","United Kingdom","HOME","UK fee rate","Chemical Engineering",6,5,"MATH08069","Mathematics for Science and Engineering 2a","3215d91c"
"M","Scotland","United Kingdom","HOME","UK fee rate","Chemical Engineering",6,5,"MATH08070","Mathematics for Science and Engineering 2b","3215d91c"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10005","Linear Statistical Modelling","9902093e"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","9902093e"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10023","Numbers & Rings","9902093e"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10049","Metric Spaces","9902093e"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","9902093e"
"F","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH11111","Fundamentals of Optimization","9902093e"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH09003","Geometry & Calculus of Variations","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10003","Financial Mathematics","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10006","Mathematical Computation & Communication Skills","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10008","Pure & Applied Analysis","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10010","Mathematical Education","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10021","Algebra","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10023","Numbers & Rings","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10033","Complex Variable & Differential Equations","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10063","Mathematics Project","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10065","Fundamentals of Operational Research","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10071","Introduction to Number Theory","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH11111","Fundamentals of Optimization","5c76e71f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","ce18fa5"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10025","Algebraic Coding Theory","ce18fa5"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10027","Topology","ce18fa5"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10036","Number Theory","ce18fa5"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","ce18fa5"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10003","Financial Mathematics","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10004","Likelihood","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10005","Linear Statistical Modelling","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10007","Stochastic Modelling","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10011","Data Analysis","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10015","Simulation","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10021","Algebra","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10023","Numbers & Rings","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10024","Probability, Measure & Finance","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10033","Complex Variable & Differential Equations","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10049","Metric Spaces","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10056","Mathematical Computation & Communication Skills (Statistics)","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH10063","Mathematics Project","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics and Statistics",5,4,"MATH11024","The Analysis of Survival Data","661bdf52"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10005","Linear Statistical Modelling","22787d3f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10007","Stochastic Modelling","22787d3f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10010","Mathematical Education","22787d3f"
"M","England","United Kingdom","HOME","UK fee rate","Mathematics (Pure Mathematics)",4,4,"MATH10023","Numbers & Rings","22787d3f"
