"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH08059","Proofs and Problem Solving","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH08067","Probability with Applications","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10007","Stochastic Modelling","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10066","Honours Differential Equations","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10069","Honours Algebra","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10071","Introduction to Number Theory","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH11140","Applied Dynamical Systems","d61529f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",4,4,"MATH11141","Multi-scale Methods in Mathematical Modelling","d61529f6"
"M","Greece","United Kingdom","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","2d08282c"
"M","Greece","United Kingdom","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","2d08282c"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"MATH08057","Introduction to Linear Algebra","dd9fd833"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"MATH08058","Calculus and its Applications","dd9fd833"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Computer Science",3,3,"MATH08057","Introduction to Linear Algebra","ff508280"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Computer Science",3,3,"MATH08058","Calculus and its Applications","ff508280"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Computer Science",3,3,"MATH08067","Probability with Applications","ff508280"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Civil Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","bb5ea238"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Civil Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","bb5ea238"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08058","Calculus and its Applications","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08059","Proofs and Problem Solving","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08066","Probability","caa4fe43"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","caa4fe43"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Civil Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","98138f82"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Civil Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","98138f82"
"M","Germany","Germany","SEU","EU/EEA fee rate","Electrical And Mechanical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","112c5c79"
"M","Germany","Germany","SEU","EU/EEA fee rate","Electrical And Mechanical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","112c5c79"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08062","Accelerated Algebra and Calculus for Direct Entry","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08063","Several Variable Calculus and Differential Equations","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08064","Fundamentals of Pure Mathematics","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08065","Computing and Numerics","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08067","Probability with Applications","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08068","Facets of Mathematics","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH08071","Accelerated Proofs and Problem Solving","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10003","Financial Mathematics","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10007","Stochastic Modelling","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10013","Mathematical Biology","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10044","Numerical Partial Differential Equations","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10059","Numerical Linear Algebra and Applications","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10063","Mathematics Project","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10065","Fundamentals of Operational Research","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10066","Honours Differential Equations","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10067","Honours Complex Variables","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10068","Honours Analysis","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10069","Honours Algebra","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10071","Introduction to Number Theory","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10072","Combinatorics and Graph Theory","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10074","Geometry","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH10086","Advanced Methods of Applied Mathematics","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH11031","Nonlinear Optimization","1111d1fa"
"F","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,4,"MATH11140","Applied Dynamical Systems","1111d1fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geography",4,4,"MATH08057","Introduction to Linear Algebra","2b1e927d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",3,3,"MATH08060","Mathematics for Science and Engineering 1a","2b09f080"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering with Renewable Energy",3,3,"MATH08060","Mathematics for Science and Engineering 1a","781209b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering with Renewable Energy",3,3,"MATH08061","Mathematics for Science and Engineering 1b","781209b"
"M","United Arab Emirates","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",2,2,"MATH08060","Mathematics for Science and Engineering 1a","655c16c4"
"M","United Arab Emirates","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",2,2,"MATH08061","Mathematics for Science and Engineering 1b","655c16c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Philosophy",4,4,"MATH08057","Introduction to Linear Algebra","df824ccb"
"M","England","Portugal (includes Madeira, Azores)","SEU","EU/EEA fee rate","Structural Engineering with Architecture",4,4,"MATH08060","Mathematics for Science and Engineering 1a","6ee825e4"
"M","England","Portugal (includes Madeira, Azores)","SEU","EU/EEA fee rate","Structural Engineering with Architecture",4,4,"MATH08061","Mathematics for Science and Engineering 1b","6ee825e4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","8d1c9d12"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","8d1c9d12"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with a Year Abroad",4,4,"MATH08060","Mathematics for Science and Engineering 1a","cd7411d6"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry with a Year Abroad",4,4,"MATH08061","Mathematics for Science and Engineering 1b","cd7411d6"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Electronics",4,4,"MATH08057","Introduction to Linear Algebra","dd79501a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Electronics",4,4,"MATH08058","Calculus and its Applications","dd79501a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Electronics",4,4,"MATH08066","Probability","dd79501a"
"M","China","China","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",2,2,"MATH08057","Introduction to Linear Algebra","9d11dcde"
"M","China","China","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",2,2,"MATH08058","Calculus and its Applications","9d11dcde"
"M","China","China","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",2,2,"MATH08059","Proofs and Problem Solving","9d11dcde"
"M","China","China","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",2,2,"MATH08067","Probability with Applications","9d11dcde"
"M","Austria","Sweden","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","5b1c5927"
"M","Austria","Sweden","SEU","EU/EEA fee rate","Chemical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","5b1c5927"
"M","Belgium","Netherlands","SEU","EU/EEA fee rate","Chemistry with Materials Chemistry",4,4,"MATH08060","Mathematics for Science and Engineering 1a","f6c7e7bd"
"M","Belgium","Netherlands","SEU","EU/EEA fee rate","Chemistry with Materials Chemistry",4,4,"MATH08061","Mathematics for Science and Engineering 1b","f6c7e7bd"
"M","Luxembourg","United Kingdom","SEU","EU/EEA fee rate","Applied Sport Science",4,4,"MATH08058","Calculus and its Applications","bd931dc3"
"M","Northern Ireland","Ireland","SEU","EU/EEA fee rate","Mechanical Engineering",3,3,"MATH08060","Mathematics for Science and Engineering 1a","9c0c8cb0"
"M","Northern Ireland","Ireland","SEU","EU/EEA fee rate","Mechanical Engineering",3,3,"MATH08061","Mathematics for Science and Engineering 1b","9c0c8cb0"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","9b7c57e4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","9b7c57e4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08066","Probability","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10074","Geometry","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10076","General Topology","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10078","Group and Galois Theory","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10086","Advanced Methods of Applied Mathematics","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11120","Algebraic Geometry","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11138","Geometry of General Relativity","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11141","Multi-scale Methods in Mathematical Modelling","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11143","Topics in Noncommutative Algebra","3d3a7a46"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11152","Object-Oriented Programming with Applications","3d3a7a46"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH08066","Probability","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10010","Mathematical Education","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10024","Probability, Measure & Finance","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","b3ace966"
"F","China","China","OVERSEAS","Overseas/International fee rate","Mathematics",4,4,"MATH10073","Linear Programming, Modelling and Solution","b3ace966"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,3,"MATH08060","Mathematics for Science and Engineering 1a","72a9c9c6"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,3,"MATH08061","Mathematics for Science and Engineering 1b","72a9c9c6"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,3,"MATH08057","Introduction to Linear Algebra","1ca5eb35"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,3,"MATH08058","Calculus and its Applications","1ca5eb35"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,3,"MATH08059","Proofs and Problem Solving","1ca5eb35"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,3,"MATH08063","Several Variable Calculus and Differential Equations","1ca5eb35"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08066","Probability","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH08068","Facets of Mathematics","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10003","Financial Mathematics","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10004","Likelihood","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10007","Stochastic Modelling","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10013","Mathematical Biology","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10065","Fundamentals of Operational Research","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH10086","Advanced Methods of Applied Mathematics","fb093d5a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"MATH11141","Multi-scale Methods in Mathematical Modelling","fb093d5a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering with Management",4,4,"MATH08060","Mathematics for Science and Engineering 1a","25a92342"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering with Management",4,4,"MATH08061","Mathematics for Science and Engineering 1b","25a92342"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","468c823c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","468c823c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science with Management",4,4,"MATH08057","Introduction to Linear Algebra","ab16107a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science with Management",4,4,"MATH08058","Calculus and its Applications","ab16107a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science with Management",4,4,"MATH08067","Probability with Applications","ab16107a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08051","Statistics (Year 2)","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08057","Introduction to Linear Algebra","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08058","Calculus and its Applications","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08059","Proofs and Problem Solving","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08063","Several Variable Calculus and Differential Equations","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08064","Fundamentals of Pure Mathematics","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08065","Computing and Numerics","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH08066","Probability","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10017","Commutative Algebra","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10059","Numerical Linear Algebra and Applications","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10060","Numerical Ordinary Differential Equations and Applications","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10063","Mathematics Project","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10066","Honours Differential Equations","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10067","Honours Complex Variables","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10068","Honours Analysis","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10069","Honours Algebra","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10071","Introduction to Number Theory","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10072","Combinatorics and Graph Theory","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10075","General and Algebraic Topology","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10078","Group and Galois Theory","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH10081","Linear and Fourier Analysis","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH11120","Algebraic Geometry","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH11143","Topics in Noncommutative Algebra","7737f29b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"MATH11145","Interactions in Algebra, Geometry, and Topology","7737f29b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Humanities and Social Science",4,2,"MATH08058","Calculus and its Applications","edddeef6"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry",4,4,"MATH08060","Mathematics for Science and Engineering 1a","2c792bd4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry",4,4,"MATH08061","Mathematics for Science and Engineering 1b","2c792bd4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","4129d700"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"MATH08061","Mathematics for Science and Engineering 1b","4129d700"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering with Management",4,4,"MATH08060","Mathematics for Science and Engineering 1a","f6de0e82"
"M","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering with Management",4,4,"MATH08061","Mathematics for Science and Engineering 1b","f6de0e82"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",4,4,"MATH08060","Mathematics for Science and Engineering 1a","34a245fa"
