"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2015/6","MATH08073","Mathematics for the Natural Sciences 1b",2,7,"H","Fail","6ac8cfdf"
"2016/7","MATH08073","Mathematics for the Natural Sciences 1b",2,26,"F","Fail","6ac8cfdf"
"2014/5","PHYS08035","Mathematics for Physics 1",1,67,"B","2.1","e45e5cff"
"2014/5","PHYS08036","Mathematics for Physics 2",1,61,"B","2.1","e45e5cff"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,17,"G","Fail","57f1ebe4"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,48,"D","3rd","842b3641"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","842b3641"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,85,"A2","1st","f5c608c7"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,70,"A3","1st","f5c608c7"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,76,"A3","1st","804d9a3d"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,58,"C","2.2","804d9a3d"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,49,"D","3rd","f1b7c646"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,48,"D","3rd","f1b7c646"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,94,"A1","1st","be2475c6"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,76,"A3","1st","be2475c6"
"2014/5","MATH08057","Introduction to Linear Algebra",1,57,"C","2.2","5c6c78dc"
"2014/5","MATH08058","Calculus and its Applications",1,66,"B","2.1","5c6c78dc"
"2014/5","MATH08059","Proofs and Problem Solving",1,66,"B","2.1","5c6c78dc"
"2015/6","MATH08051","Statistics (Year 2)",1,70,"A3","1st","5c6c78dc"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,70,"A3","1st","5c6c78dc"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,73,"A3","1st","5c6c78dc"
"2015/6","MATH08065","Computing and Numerics",1,56,"C","2.2","5c6c78dc"
"2015/6","MATH08066","Probability",1,64,"B","2.1","5c6c78dc"
"2015/6","MATH08068","Facets of Mathematics",1,57,"C","2.2","5c6c78dc"
"2014/5","PHYS08035","Mathematics for Physics 1",1,61,"B","2.1","a06ebea2"
"2014/5","PHYS08036","Mathematics for Physics 2",1,60,"B","2.1","a06ebea2"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,82,"A2","1st","135e2ede"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,75,"A3","1st","135e2ede"
"2014/5","MATH08057","Introduction to Linear Algebra",1,54,"C","2.2","af230699"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,32,"E","Fail","6ce3f80d"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,25,"F","Fail","6ce3f80d"
"2015/6","MATH08057","Introduction to Linear Algebra",1,42,"FF","FF","6ce3f80d"
"2015/6","MATH08058","Calculus and its Applications",1,8,"H","Fail","6ce3f80d"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,40,"FF","FF","69e147f"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",2,67,"B","2.1","69e147f"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,60,"B","2.1","69e147f"
"2014/5","MATH08057","Introduction to Linear Algebra",1,66,"B","2.1","56ecbb8a"
"2014/5","MATH08058","Calculus and its Applications",1,70,"A3","1st","56ecbb8a"
"2014/5","MATH08059","Proofs and Problem Solving",1,64,"B","2.1","56ecbb8a"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,93,"A1","1st","56ecbb8a"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,63,"B","2.1","56ecbb8a"
"2015/6","MATH08065","Computing and Numerics",1,76,"A3","1st","56ecbb8a"
"2015/6","MATH08067","Probability with Applications",1,67,"B","2.1","56ecbb8a"
"2015/6","MATH08068","Facets of Mathematics",1,71,"A3","1st","56ecbb8a"
"2014/5","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","d4ef1ecb"
"2014/5","MATH08058","Calculus and its Applications",1,59,"C","2.2","d4ef1ecb"
"2015/6","MATH08067","Probability with Applications",1,40,"D","3rd","d4ef1ecb"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,61,"B","2.1","b3c30f39"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","b3c30f39"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,65,"B","2.1","908e2283"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,68,"B","2.1","908e2283"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,54,"C","2.2","5d0956bf"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","5d0956bf"
"2015/6","MATH08074","Engineering Mathematics 1a",1,69,"B","2.1","71a826bc"
"2015/6","MATH08075","Engineering Mathematics 1b",1,68,"B","2.1","71a826bc"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,49,"D","3rd","e82c33f4"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,42,"FF","FF","e82c33f4"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,52,"C","2.2","e82c33f4"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,75,"A3","1st","1410376f"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","1410376f"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","3cc089ed"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,69,"B","2.1","3cc089ed"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,46,"FF","FF","44e3693"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",2,54,"C","2.2","44e3693"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,38,"E","Fail","44e3693"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,39,"E","Fail","44e3693"
"2015/6","MATH08061","Mathematics for Science and Engineering 1b",1,37,"E","Fail","44e3693"
"2015/6","MATH08061","Mathematics for Science and Engineering 1b",2,24,"F","Fail","44e3693"
"2014/5","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","7bda4058"
"2014/5","MATH08058","Calculus and its Applications",1,72,"A3","1st","7bda4058"
"2014/5","PHYS08035","Mathematics for Physics 1",1,65,"B","2.1","7bda4058"
"2014/5","PHYS08036","Mathematics for Physics 2",1,67,"B","2.1","7bda4058"
"2014/5","MATH08057","Introduction to Linear Algebra",1,0,"AN","AN","4ae97565"
"2014/5","MATH08058","Calculus and its Applications",1,0,"WD","WD","4ae97565"
"2015/6","MATH08057","Introduction to Linear Algebra",1,83,"A2","1st","963e4c90"
"2015/6","MATH08058","Calculus and its Applications",1,64,"B","2.1","963e4c90"
"2015/6","MATH08059","Proofs and Problem Solving",1,69,"B","2.1","963e4c90"
"2016/7","MATH08051","Statistics (Year 2)",1,78,"A3","1st","963e4c90"
"2016/7","MATH08063","Several Variable Calculus and Differential Equations",1,68,"B","2.1","963e4c90"
"2016/7","MATH08064","Fundamentals of Pure Mathematics",1,64,"B","2.1","963e4c90"
"2016/7","MATH08065","Computing and Numerics",1,88,"A2","1st","963e4c90"
"2016/7","MATH08066","Probability",1,64,"B","2.1","963e4c90"
"2016/7","MATH08068","Facets of Mathematics",1,71,"A3","1st","963e4c90"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,70,"A3","1st","95472748"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,60,"B","2.1","95472748"
"2014/5","MATH08057","Introduction to Linear Algebra",1,87,"A2","1st","9abc180c"
"2014/5","MATH08058","Calculus and its Applications",1,78,"A3","1st","9abc180c"
"2014/5","MATH08059","Proofs and Problem Solving",1,0,"WD","WD","9abc180c"
"2014/5","PHYS08035","Mathematics for Physics 1",1,78,"A3","1st","9abc180c"
"2014/5","PHYS08036","Mathematics for Physics 2",1,55,"C","2.2","9abc180c"
"2015/6","MATH08074","Engineering Mathematics 1a",1,55,"C","2.2","a57e20e6"
"2015/6","MATH08075","Engineering Mathematics 1b",1,52,"C","2.2","a57e20e6"
"2014/5","MATH08057","Introduction to Linear Algebra",1,83,"A2","1st","854a6684"
"2014/5","MATH08058","Calculus and its Applications",1,90,"A1","1st","854a6684"
"2014/5","MATH08059","Proofs and Problem Solving",1,84,"A2","1st","854a6684"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,95,"A1","1st","854a6684"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,62,"B","2.1","854a6684"
"2015/6","MATH08066","Probability",1,77,"A3","1st","854a6684"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","f16a236f"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,66,"B","2.1","f16a236f"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,56,"C","2.2","f4e37acf"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,51,"C","2.2","f4e37acf"
"2014/5","MATH08057","Introduction to Linear Algebra",1,65,"B","2.1","b64e283f"
"2014/5","MATH08058","Calculus and its Applications",1,86,"A2","1st","b64e283f"
"2014/5","MATH08059","Proofs and Problem Solving",1,78,"A3","1st","b64e283f"
"2015/6","MATH08067","Probability with Applications",1,64,"B","2.1","b64e283f"
"2014/5","MATH08057","Introduction to Linear Algebra",1,51,"C","2.2","93a077cd"
"2014/5","MATH08058","Calculus and its Applications",1,0,"WD","WD","93a077cd"
"2014/5","MATH08057","Introduction to Linear Algebra",1,42,"D","3rd","6d59ad62"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,87,"A2","1st","12e47bb1"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,84,"A2","1st","12e47bb1"
"2014/5","MATH08057","Introduction to Linear Algebra",1,20,"F","Fail","474ccdd4"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,43,"FF","FF","804b7abe"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",2,56,"C","2.2","804b7abe"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,31,"E","Fail","804b7abe"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,43,"FF","FF","804b7abe"
"2015/6","MATH08061","Mathematics for Science and Engineering 1b",1,50,"C","2.2","804b7abe"
"2015/6","MATH08074","Engineering Mathematics 1a",1,48,"D","3rd","2832a3b9"
"2015/6","MATH08075","Engineering Mathematics 1b",1,52,"C","2.2","2832a3b9"
"2014/5","MATH08057","Introduction to Linear Algebra",1,47,"D","3rd","82df7a9f"
"2014/5","MATH08058","Calculus and its Applications",1,56,"C","2.2","82df7a9f"
"2014/5","MATH08059","Proofs and Problem Solving",1,66,"B","2.1","82df7a9f"
"2015/6","MATH08051","Statistics (Year 2)",1,51,"C","2.2","82df7a9f"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,76,"A3","1st","82df7a9f"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,56,"C","2.2","82df7a9f"
"2015/6","MATH08065","Computing and Numerics",1,87,"A2","1st","82df7a9f"
"2015/6","MATH08066","Probability",1,59,"C","2.2","82df7a9f"
"2015/6","MATH08068","Facets of Mathematics",1,69,"B","2.1","82df7a9f"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,81,"A2","1st","e283b039"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,78,"A3","1st","e283b039"
"2014/5","MATH08057","Introduction to Linear Algebra",1,68,"B","2.1","5f422d92"
"2014/5","MATH08058","Calculus and its Applications",1,50,"C","2.2","5f422d92"
"2015/6","MATH08067","Probability with Applications",1,55,"C","2.2","5f422d92"
"2014/5","MATH08057","Introduction to Linear Algebra",1,79,"A3","1st","2525e2d1"
"2014/5","MATH08058","Calculus and its Applications",1,85,"A2","1st","2525e2d1"
"2014/5","MATH08059","Proofs and Problem Solving",1,73,"A3","1st","2525e2d1"
"2015/6","MATH08051","Statistics (Year 2)",1,67,"B","2.1","2525e2d1"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,83,"A2","1st","2525e2d1"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,77,"A3","1st","2525e2d1"
"2015/6","MATH08065","Computing and Numerics",1,73,"A3","1st","2525e2d1"
"2015/6","MATH08066","Probability",1,71,"A3","1st","2525e2d1"
"2015/6","MATH08068","Facets of Mathematics",1,80,"A2","1st","2525e2d1"
"2014/5","MATH08057","Introduction to Linear Algebra",1,69,"B","2.1","d777ccfa"
"2014/5","MATH08058","Calculus and its Applications",1,90,"A1","1st","d777ccfa"
"2014/5","MATH08059","Proofs and Problem Solving",1,80,"A2","1st","d777ccfa"
"2015/6","MATH08067","Probability with Applications",1,70,"A3","1st","d777ccfa"
"2014/5","MATH08057","Introduction to Linear Algebra",1,69,"B","2.1","2efc5324"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,63,"B","2.1","2efc5324"
"2014/5","PHYS08035","Mathematics for Physics 1",1,59,"C","2.2","f6bb1db9"
"2014/5","PHYS08036","Mathematics for Physics 2",1,43,"FF","FF","f6bb1db9"
"2014/5","PHYS08036","Mathematics for Physics 2",2,65,"B","2.1","f6bb1db9"
"2014/5","PHYS08035","Mathematics for Physics 1",1,48,"D","3rd","4e93392"
"2014/5","PHYS08036","Mathematics for Physics 2",1,45,"D","3rd","4e93392"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,52,"C","2.2","5527298b"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","5527298b"
"2015/6","MATH08067","Probability with Applications",1,41,"FF","FF","5527298b"
"2016/7","MATH08067","Probability with Applications",2,45,"D","3rd","5527298b"
"2014/5","MATH08057","Introduction to Linear Algebra",1,41,"FF","FF","b8aad930"
"2014/5","MATH08057","Introduction to Linear Algebra",2,65,"B","2.1","b8aad930"
"2014/5","MATH08058","Calculus and its Applications",1,35,"E","Fail","b8aad930"
"2014/5","MATH08058","Calculus and its Applications",2,49,"D","3rd","b8aad930"
"2015/6","MATH08067","Probability with Applications",1,58,"C","2.2","b8aad930"
"2014/5","MATH08057","Introduction to Linear Algebra",1,24,"F","Fail","a8b0fa01"
"2014/5","MATH08057","Introduction to Linear Algebra",2,27,"F","Fail","a8b0fa01"
"2014/5","MATH08058","Calculus and its Applications",1,41,"D","3rd","a8b0fa01"
"2014/5","MATH08059","Proofs and Problem Solving",1,46,"D","3rd","a8b0fa01"
"2014/5","PHYS08035","Mathematics for Physics 1",1,19,"G","Fail","82b2f84a"
"2014/5","PHYS08035","Mathematics for Physics 1",2,0,"AN","AN","82b2f84a"
"2014/5","PHYS08036","Mathematics for Physics 2",1,0,"AN","AN","82b2f84a"
"2014/5","PHYS08036","Mathematics for Physics 2",2,0,"AN","AN","82b2f84a"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,0,"WD","WD","f2f411dd"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,0,"WD","WD","f2f411dd"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,47,"D","3rd","70e0d661"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,28,"F","Fail","70e0d661"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,33,"E","Fail","70e0d661"
"2014/5","MATH08057","Introduction to Linear Algebra",1,85,"A2","1st","614640bc"
"2014/5","MATH08058","Calculus and its Applications",1,84,"A2","1st","614640bc"
"2014/5","MATH08059","Proofs and Problem Solving",1,96,"A1","1st","614640bc"
"2014/5","PHYS08036","Mathematics for Physics 2",1,74,"A3","1st","614640bc"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,98,"A1","1st","614640bc"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,79,"A3","1st","614640bc"
"2015/6","MATH08065","Computing and Numerics",1,89,"A2","1st","614640bc"
"2015/6","MATH08066","Probability",1,76,"A3","1st","614640bc"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,58,"C","2.2","7dc955ec"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,53,"C","2.2","7dc955ec"
"2014/5","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","7284edd7"
"2014/5","MATH08058","Calculus and its Applications",1,83,"A2","1st","7284edd7"
"2014/5","PHYS08035","Mathematics for Physics 1",1,82,"A2","1st","7284edd7"
"2014/5","PHYS08036","Mathematics for Physics 2",1,86,"A2","1st","7284edd7"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,96,"A1","1st","7284edd7"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,79,"A3","1st","7284edd7"
"2015/6","MATH08071","Accelerated Proofs and Problem Solving",1,74,"A3","1st","7284edd7"
"2014/5","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","80d6c3fc"
"2015/6","MATH08067","Probability with Applications",1,35,"E","Fail","80d6c3fc"
"2015/6","MATH08067","Probability with Applications",2,64,"B","2.1","80d6c3fc"
"2014/5","PHYS08035","Mathematics for Physics 1",1,62,"B","2.1","51c9c06d"
"2014/5","PHYS08036","Mathematics for Physics 2",1,51,"C","2.2","51c9c06d"
"2014/5","MATH08057","Introduction to Linear Algebra",1,60,"B","2.1","11a14ca9"
"2014/5","MATH08058","Calculus and its Applications",1,71,"A3","1st","11a14ca9"
"2015/6","MATH08067","Probability with Applications",1,58,"C","2.2","11a14ca9"
"2014/5","PHYS08035","Mathematics for Physics 1",1,48,"D","3rd","a9bac892"
"2014/5","PHYS08036","Mathematics for Physics 2",1,62,"B","2.1","a9bac892"
"2015/6","MATH08058","Calculus and its Applications",1,56,"C","2.2","a9bac892"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,38,"E","Fail","4409facc"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,51,"C","2.2","4409facc"
"2015/6","MATH08060","Mathematics for Science and Engineering 1a",1,0,"AN","AN","4409facc"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,40,"D","3rd","790e1c12"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,37,"E","Fail","790e1c12"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,52,"C","2.2","790e1c12"
"2014/5","PHYS08035","Mathematics for Physics 1",1,59,"C","2.2","1da4a4b0"
"2014/5","PHYS08036","Mathematics for Physics 2",1,74,"A3","1st","1da4a4b0"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,0,"AN","AN","f6b4e4a6"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,0,"AN","AN","f6b4e4a6"
"2015/6","MATH08060","Mathematics for Science and Engineering 1a",1,0,"AN","AN","f6b4e4a6"
"2015/6","MATH08061","Mathematics for Science and Engineering 1b",1,0,"WD","WD","f6b4e4a6"
"2014/5","MATH08059","Proofs and Problem Solving",1,54,"C","2.2","9bff6f68"
"2015/6","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","9bff6f68"
