"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,50,"C","2.2","25a92342"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","25a92342"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,85,"A2","1st","468c823c"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,81,"A2","1st","468c823c"
"2013/4","MATH08057","Introduction to Linear Algebra",1,37,"E","Fail","ab16107a"
"2013/4","MATH08057","Introduction to Linear Algebra",2,41,"FF","FF","ab16107a"
"2013/4","MATH08058","Calculus and its Applications",1,36,"E","Fail","ab16107a"
"2013/4","MATH08058","Calculus and its Applications",2,49,"D","3rd","ab16107a"
"2014/5","MATH08057","Introduction to Linear Algebra",1,45,"D","3rd","ab16107a"
"2014/5","MATH08067","Probability with Applications",1,64,"B","2.1","ab16107a"
"2013/4","MATH08057","Introduction to Linear Algebra",1,80,"A2","1st","7737f29b"
"2013/4","MATH08058","Calculus and its Applications",1,81,"A2","1st","7737f29b"
"2013/4","MATH08059","Proofs and Problem Solving",1,90,"A1","1st","7737f29b"
"2014/5","MATH08051","Statistics (Year 2)",1,73,"A3","1st","7737f29b"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,95,"A1","1st","7737f29b"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,79,"A3","1st","7737f29b"
"2014/5","MATH08065","Computing and Numerics",1,83,"A2","1st","7737f29b"
"2014/5","MATH08066","Probability",1,63,"B","2.1","7737f29b"
"2015/6","MATH08058","Calculus and its Applications",1,17,"G","Fail","edddeef6"
"2015/6","MATH08058","Calculus and its Applications",2,22,"F","Fail","edddeef6"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,71,"A3","1st","2c792bd4"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,46,"D","3rd","2c792bd4"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,70,"A3","1st","4129d700"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,70,"A3","1st","4129d700"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","f6de0e82"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","f6de0e82"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","34a245fa"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,62,"B","2.1","34a245fa"
"2013/4","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","5b05b018"
"2013/4","MATH08058","Calculus and its Applications",1,81,"A2","1st","5b05b018"
"2013/4","MATH08059","Proofs and Problem Solving",1,67,"B","2.1","5b05b018"
"2014/5","MATH08051","Statistics (Year 2)",1,64,"B","2.1","5b05b018"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,86,"A2","1st","5b05b018"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,62,"B","2.1","5b05b018"
"2014/5","MATH08065","Computing and Numerics",1,76,"A3","1st","5b05b018"
"2014/5","MATH08066","Probability",1,71,"A3","1st","5b05b018"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","f92531c6"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,43,"D","3rd","f92531c6"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,66,"B","2.1","c922f48d"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,69,"B","2.1","c922f48d"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,85,"A2","1st","efb5c0a7"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,71,"A3","1st","efb5c0a7"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,54,"C","2.2","b2f98e22"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,46,"D","3rd","b2f98e22"
"2013/4","MATH08057","Introduction to Linear Algebra",1,34,"E","Fail","5ad48721"
"2013/4","MATH08058","Calculus and its Applications",1,45,"D","3rd","5ad48721"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","8306dc48"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,45,"D","3rd","8306dc48"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,85,"A2","1st","65287d2e"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,82,"A2","1st","65287d2e"
"2013/4","PHYS08035","Mathematics for Physics 1",1,57,"C","2.2","e5f964a6"
"2013/4","PHYS08036","Mathematics for Physics 2",1,44,"D","3rd","e5f964a6"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,79,"A3","1st","24fc4406"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,65,"B","2.1","24fc4406"
"2013/4","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","e8666054"
"2013/4","MATH08058","Calculus and its Applications",1,82,"A2","1st","e8666054"
"2014/5","MATH08067","Probability with Applications",1,74,"A3","1st","e8666054"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,69,"B","2.1","aacb32a4"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,81,"A2","1st","aacb32a4"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,45,"D","3rd","aacb32a4"
"2013/4","MATH08065","Computing and Numerics",1,54,"C","2.2","aacb32a4"
"2013/4","MATH08066","Probability",1,67,"B","2.1","aacb32a4"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",1,95,"A1","1st","aacb32a4"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,75,"A3","1st","b92d8a2"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,65,"B","2.1","b92d8a2"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,64,"B","2.1","f62cab30"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","f62cab30"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,33,"E","Fail","a65e04c5"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",2,51,"C","2.2","a65e04c5"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,61,"B","2.1","a65e04c5"
"2014/5","MATH08057","Introduction to Linear Algebra",1,52,"C","2.2","9a9d29fa"
"2014/5","MATH08058","Calculus and its Applications",1,52,"C","2.2","9a9d29fa"
"2015/6","MATH08067","Probability with Applications",1,46,"D","3rd","9a9d29fa"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,20,"F","Fail","535551a2"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",2,32,"E","Fail","535551a2"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,34,"E","Fail","535551a2"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,33,"E","Fail","535551a2"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,31,"E","Fail","535551a2"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,0,"AN","AN","535551a2"
"2013/4","MATH08057","Introduction to Linear Algebra",1,49,"D","3rd","aa9aecb1"
"2013/4","MATH08058","Calculus and its Applications",1,46,"D","3rd","aa9aecb1"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,58,"C","2.2","c481acbf"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,64,"B","2.1","c481acbf"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,90,"A1","1st","2be02228"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,71,"A3","1st","2be02228"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","6cd34b85"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,58,"C","2.2","6cd34b85"
"2013/4","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","eab642b8"
"2013/4","MATH08058","Calculus and its Applications",1,81,"A2","1st","eab642b8"
"2013/4","MATH08059","Proofs and Problem Solving",1,91,"A1","1st","eab642b8"
"2014/5","MATH08051","Statistics (Year 2)",1,63,"B","2.1","eab642b8"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,79,"A3","1st","eab642b8"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,73,"A3","1st","eab642b8"
"2014/5","MATH08066","Probability",1,66,"B","2.1","eab642b8"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,33,"E","Fail","942fa4e"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",2,46,"D","3rd","942fa4e"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,26,"F","Fail","942fa4e"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",2,36,"E","Fail","942fa4e"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,25,"F","Fail","942fa4e"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",2,11,"G","Fail","942fa4e"
"2013/4","MATH08065","Computing and Numerics",1,53,"C","2.2","942fa4e"
"2013/4","MATH08066","Probability",1,0,"AN","AN","942fa4e"
"2013/4","MATH08066","Probability",2,7,"H","Fail","942fa4e"
"2013/4","MATH08068","Facets of Mathematics",1,38,"E","Fail","942fa4e"
"2013/4","MATH08068","Facets of Mathematics",2,39,"E","Fail","942fa4e"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",1,5,"H","Fail","942fa4e"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",2,22,"F","Fail","942fa4e"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,36,"E","Fail","942fa4e"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,24,"F","Fail","942fa4e"
"2014/5","MATH08067","Probability with Applications",1,24,"F","Fail","942fa4e"
"2014/5","MATH08068","Facets of Mathematics",1,40,"D","3rd","942fa4e"
"2014/5","MATH08071","Accelerated Proofs and Problem Solving",1,10,"G","Fail","942fa4e"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,55,"C","2.2","942fa4e"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,44,"D","3rd","942fa4e"
"2015/6","MATH08067","Probability with Applications",1,46,"D","3rd","942fa4e"
"2015/6","MATH08071","Accelerated Proofs and Problem Solving",1,48,"D","3rd","942fa4e"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,72,"A3","1st","f4ebeb21"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,57,"C","2.2","f4ebeb21"
"2013/4","MATH08057","Introduction to Linear Algebra",1,53,"C","2.2","443d37e2"
"2013/4","MATH08058","Calculus and its Applications",1,43,"D","3rd","443d37e2"
"2014/5","MATH08066","Probability",1,40,"FF","FF","443d37e2"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,67,"B","2.1","d87459c7"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,55,"C","2.2","d87459c7"
"2014/5","MATH08057","Introduction to Linear Algebra",1,59,"C","2.2","39453f05"
"2014/5","MATH08058","Calculus and its Applications",1,57,"C","2.2","39453f05"
"2014/5","MATH08059","Proofs and Problem Solving",1,56,"C","2.2","39453f05"
"2015/6","MATH08051","Statistics (Year 2)",1,49,"D","3rd","39453f05"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,71,"A3","1st","39453f05"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,40,"FF","FF","39453f05"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",2,69,"B","2.1","39453f05"
"2015/6","MATH08065","Computing and Numerics",1,81,"A2","1st","39453f05"
"2015/6","MATH08066","Probability",1,54,"C","2.2","39453f05"
"2015/6","MATH08068","Facets of Mathematics",1,73,"A3","1st","39453f05"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,92,"A1","1st","72b020f9"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,83,"A2","1st","72b020f9"
"2013/4","PHYS08035","Mathematics for Physics 1",1,81,"A2","1st","ef45fb30"
"2013/4","PHYS08036","Mathematics for Physics 2",1,62,"B","2.1","ef45fb30"
"2013/4","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","1cab60f7"
"2013/4","MATH08058","Calculus and its Applications",1,63,"B","2.1","1cab60f7"
"2013/4","PHYS08035","Mathematics for Physics 1",1,79,"A3","1st","1cab60f7"
"2013/4","PHYS08036","Mathematics for Physics 2",1,60,"B","2.1","1cab60f7"
"2013/4","MATH08057","Introduction to Linear Algebra",1,51,"C","2.2","6ced8960"
"2013/4","MATH08058","Calculus and its Applications",1,77,"A3","1st","6ced8960"
"2013/4","MATH08059","Proofs and Problem Solving",1,69,"B","2.1","6ced8960"
"2014/5","MATH08051","Statistics (Year 2)",1,73,"A3","1st","6ced8960"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,83,"A2","1st","6ced8960"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,72,"A3","1st","6ced8960"
"2014/5","MATH08065","Computing and Numerics",1,74,"A3","1st","6ced8960"
"2014/5","MATH08066","Probability",1,59,"C","2.2","6ced8960"
"2014/5","MATH08068","Facets of Mathematics",1,75,"A3","1st","6ced8960"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,85,"A2","1st","80f56c2f"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,84,"A2","1st","80f56c2f"
"2014/5","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,81,"A2","1st","80f56c2f"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,96,"A1","1st","80f56c2f"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,78,"A3","1st","80f56c2f"
"2014/5","MATH08066","Probability",1,52,"C","2.2","80f56c2f"
"2014/5","MATH08071","Accelerated Proofs and Problem Solving",1,51,"C","2.2","80f56c2f"
"2013/4","PHYS08035","Mathematics for Physics 1",1,28,"F","Fail","798c5643"
"2013/4","PHYS08035","Mathematics for Physics 1",2,19,"G","Fail","798c5643"
"2013/4","PHYS08036","Mathematics for Physics 2",1,10,"G","Fail","798c5643"
"2013/4","PHYS08036","Mathematics for Physics 2",2,17,"G","Fail","798c5643"
"2014/5","PHYS08035","Mathematics for Physics 1",1,41,"D","3rd","798c5643"
"2014/5","PHYS08036","Mathematics for Physics 2",1,33,"E","Fail","798c5643"
"2014/5","PHYS08036","Mathematics for Physics 2",2,0,"AN","AN","798c5643"
"2013/4","PHYS08035","Mathematics for Physics 1",1,0,"WD","WD","74a5d5ce"
"2013/4","PHYS08036","Mathematics for Physics 2",1,0,"WD","WD","74a5d5ce"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,89,"A2","1st","61f53117"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,82,"A2","1st","61f53117"
"2014/5","PHYS08035","Mathematics for Physics 1",1,55,"C","2.2","f621cc0a"
"2014/5","PHYS08036","Mathematics for Physics 2",1,71,"A3","1st","f621cc0a"
"2013/4","MATH08057","Introduction to Linear Algebra",1,39,"E","Fail","f3d27582"
"2013/4","MATH08057","Introduction to Linear Algebra",2,54,"C","2.2","f3d27582"
"2013/4","MATH08058","Calculus and its Applications",1,61,"B","2.1","f3d27582"
"2014/5","MATH08067","Probability with Applications",1,70,"A3","1st","f3d27582"
"2013/4","MATH08057","Introduction to Linear Algebra",1,48,"D","3rd","d3e633e0"
"2013/4","MATH08058","Calculus and its Applications",1,0,"WD","WD","d3e633e0"
"2015/6","MATH08058","Calculus and its Applications",1,33,"E","Fail","d3e633e0"
"2015/6","MATH08058","Calculus and its Applications",2,38,"E","Fail","d3e633e0"
"2016/7","MATH08058","Calculus and its Applications",1,0,"WD","WD","d3e633e0"
"2013/4","PHYS08035","Mathematics for Physics 1",1,52,"C","2.2","3306621b"
"2013/4","PHYS08036","Mathematics for Physics 2",1,42,"FF","FF","3306621b"
"2013/4","PHYS08035","Mathematics for Physics 1",1,53,"C","2.2","25bf3362"
"2013/4","PHYS08036","Mathematics for Physics 2",1,50,"C","2.2","25bf3362"
"2013/4","PHYS08035","Mathematics for Physics 1",1,49,"D","3rd","7471297b"
"2013/4","PHYS08036","Mathematics for Physics 2",1,38,"E","Fail","7471297b"
"2013/4","PHYS08036","Mathematics for Physics 2",2,48,"D","3rd","7471297b"
"2014/5","MATH08065","Computing and Numerics",1,73,"A3","1st","7471297b"
"2013/4","MATH08057","Introduction to Linear Algebra",1,46,"D","3rd","b7b1d7ef"
"2013/4","MATH08058","Calculus and its Applications",1,63,"B","2.1","b7b1d7ef"
"2014/5","MATH08067","Probability with Applications",1,63,"B","2.1","b7b1d7ef"
"2013/4","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","a6728b9"
"2013/4","MATH08058","Calculus and its Applications",1,56,"C","2.2","a6728b9"
"2014/5","MATH08067","Probability with Applications",1,64,"B","2.1","a6728b9"
"2013/4","PHYS08035","Mathematics for Physics 1",1,58,"C","2.2","3b437f79"
"2013/4","PHYS08036","Mathematics for Physics 2",1,49,"D","3rd","3b437f79"
"2013/4","PHYS08035","Mathematics for Physics 1",1,55,"C","2.2","44fea9aa"
"2013/4","PHYS08036","Mathematics for Physics 2",1,50,"C","2.2","44fea9aa"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,76,"A3","1st","37c12be5"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,68,"B","2.1","37c12be5"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,67,"B","2.1","3de00d31"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,46,"FF","FF","3de00d31"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,80,"A2","1st","3de00d31"
"2014/5","MATH08066","Probability",1,44,"FF","FF","3de00d31"
"2014/5","MATH08066","Probability",2,68,"B","2.1","3de00d31"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,61,"B","2.1","dcd16bf3"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,61,"B","2.1","dcd16bf3"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,66,"B","2.1","7f4d5fc1"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,60,"B","2.1","7f4d5fc1"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,72,"A3","1st","70b66085"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,57,"C","2.2","70b66085"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","10eaaa23"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","10eaaa23"
"2013/4","PHYS08035","Mathematics for Physics 1",1,95,"A1","1st","c28cc26a"
"2013/4","PHYS08036","Mathematics for Physics 2",1,95,"A1","1st","c28cc26a"
"2014/5","MATH08067","Probability with Applications",1,96,"A1","1st","c28cc26a"
"2013/4","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","b41127b8"
"2013/4","MATH08058","Calculus and its Applications",1,32,"E","Fail","b41127b8"
"2013/4","MATH08058","Calculus and its Applications",2,49,"D","3rd","b41127b8"
"2013/4","MATH08059","Proofs and Problem Solving",1,13,"G","Fail","b41127b8"
"2013/4","MATH08059","Proofs and Problem Solving",2,56,"C","2.2","b41127b8"
"2013/4","PHYS08035","Mathematics for Physics 1",1,84,"A2","1st","b41127b8"
"2013/4","PHYS08036","Mathematics for Physics 2",1,22,"F","Fail","b41127b8"
"2013/4","PHYS08036","Mathematics for Physics 2",2,40,"D","3rd","b41127b8"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,61,"B","2.1","b41127b8"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,48,"D","3rd","b41127b8"
"2014/5","MATH08066","Probability",1,42,"FF","FF","b41127b8"
"2014/5","MATH08066","Probability",2,47,"D","3rd","b41127b8"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,89,"A2","1st","82b590bb"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,86,"A2","1st","82b590bb"
"2013/4","MATH08057","Introduction to Linear Algebra",1,0,"AN","AN","13d57d13"
"2013/4","MATH08057","Introduction to Linear Algebra",2,78,"A3","1st","13d57d13"
"2013/4","MATH08058","Calculus and its Applications",1,61,"B","2.1","13d57d13"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,63,"B","2.1","13d57d13"
"2013/4","MATH08057","Introduction to Linear Algebra",1,57,"C","2.2","831e47aa"
"2013/4","MATH08058","Calculus and its Applications",1,72,"A3","1st","831e47aa"
"2013/4","MATH08059","Proofs and Problem Solving",1,65,"B","2.1","831e47aa"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,57,"C","2.2","831e47aa"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,80,"A2","1st","831e47aa"
"2014/5","MATH08066","Probability",1,61,"B","2.1","831e47aa"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","665eefe9"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,67,"B","2.1","665eefe9"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,45,"D","3rd","386bcab4"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,43,"FF","FF","386bcab4"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,51,"C","2.2","386bcab4"
"2013/4","MATH08057","Introduction to Linear Algebra",1,52,"C","2.2","58370012"
"2013/4","MATH08058","Calculus and its Applications",1,48,"D","3rd","58370012"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,40,"D","3rd","cb855173"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,29,"F","Fail","cb855173"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,31,"E","Fail","cb855173"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,42,"D","3rd","cb855173"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,51,"C","2.2","da23c7ae"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","da23c7ae"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,72,"A3","1st","3787970d"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","3787970d"
"2013/4","MATH08057","Introduction to Linear Algebra",1,44,"D","3rd","a6f01858"
"2013/4","MATH08058","Calculus and its Applications",1,25,"F","Fail","a6f01858"
"2013/4","MATH08059","Proofs and Problem Solving",1,17,"G","Fail","a6f01858"
"2014/5","MATH08058","Calculus and its Applications",1,0,"AN","AN","a6f01858"
"2014/5","MATH08058","Calculus and its Applications",2,29,"F","Fail","a6f01858"
"2014/5","MATH08059","Proofs and Problem Solving",1,28,"F","Fail","a6f01858"
"2013/4","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","b6ea3b69"
"2013/4","MATH08058","Calculus and its Applications",1,64,"B","2.1","b6ea3b69"
"2013/4","MATH08059","Proofs and Problem Solving",1,64,"B","2.1","b6ea3b69"
"2013/4","MATH08057","Introduction to Linear Algebra",1,49,"D","3rd","e311cd3c"
"2013/4","MATH08058","Calculus and its Applications",1,63,"B","2.1","e311cd3c"
"2013/4","MATH08057","Introduction to Linear Algebra",1,62,"B","2.1","159c026"
"2013/4","MATH08058","Calculus and its Applications",1,58,"C","2.2","159c026"
"2013/4","PHYS08035","Mathematics for Physics 1",1,39,"E","Fail","2e96b900"
"2013/4","PHYS08035","Mathematics for Physics 1",2,50,"C","2.2","2e96b900"
"2013/4","PHYS08036","Mathematics for Physics 2",1,40,"D","3rd","2e96b900"
"2013/4","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","973188d7"
"2013/4","MATH08058","Calculus and its Applications",1,79,"A3","1st","973188d7"
"2013/4","MATH08059","Proofs and Problem Solving",1,80,"A2","1st","973188d7"
"2013/4","PHYS08036","Mathematics for Physics 2",1,62,"B","2.1","973188d7"
"2014/5","MATH08051","Statistics (Year 2)",1,65,"B","2.1","973188d7"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,84,"A2","1st","973188d7"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,67,"B","2.1","973188d7"
"2014/5","MATH08065","Computing and Numerics",1,85,"A2","1st","973188d7"
"2014/5","MATH08066","Probability",1,58,"C","2.2","973188d7"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","ba128fdd"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,65,"B","2.1","ba128fdd"
"2013/4","MATH08057","Introduction to Linear Algebra",1,47,"D","3rd","8282d32"
"2013/4","MATH08058","Calculus and its Applications",1,63,"B","2.1","8282d32"
"2013/4","MATH08059","Proofs and Problem Solving",1,44,"D","3rd","8282d32"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,93,"A1","1st","59e6372b"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,92,"A1","1st","59e6372b"
"2013/4","PHYS08035","Mathematics for Physics 1",1,85,"A2","1st","cf8e7fda"
"2013/4","PHYS08036","Mathematics for Physics 2",1,68,"B","2.1","cf8e7fda"
"2013/4","MATH08057","Introduction to Linear Algebra",1,54,"C","2.2","bd0d4879"
"2013/4","MATH08058","Calculus and its Applications",1,75,"A3","1st","bd0d4879"
"2013/4","MATH08059","Proofs and Problem Solving",1,61,"B","2.1","bd0d4879"
"2014/5","MATH08051","Statistics (Year 2)",1,65,"B","2.1","bd0d4879"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,71,"A3","1st","bd0d4879"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,70,"A3","1st","bd0d4879"
"2014/5","MATH08066","Probability",1,63,"B","2.1","bd0d4879"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,64,"B","2.1","63e974ac"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","63e974ac"
"2013/4","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","10771361"
"2013/4","MATH08058","Calculus and its Applications",1,73,"A3","1st","10771361"
"2013/4","MATH08059","Proofs and Problem Solving",1,73,"A3","1st","10771361"
"2013/4","PHYS08036","Mathematics for Physics 2",1,62,"B","2.1","10771361"
"2014/5","MATH08051","Statistics (Year 2)",1,55,"C","2.2","10771361"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,62,"B","2.1","10771361"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,44,"D","3rd","10771361"
"2014/5","MATH08065","Computing and Numerics",1,76,"A3","1st","10771361"
"2014/5","MATH08066","Probability",1,61,"B","2.1","10771361"
"2014/5","MATH08068","Facets of Mathematics",1,72,"A3","1st","10771361"
"2013/4","MATH08057","Introduction to Linear Algebra",1,46,"D","3rd","e15c5692"
"2013/4","MATH08058","Calculus and its Applications",1,32,"E","Fail","e15c5692"
"2013/4","MATH08058","Calculus and its Applications",2,40,"D","3rd","e15c5692"
"2014/5","MATH08067","Probability with Applications",1,0,"AN","AN","e15c5692"
"2015/6","MATH08067","Probability with Applications",1,0,"AN","AN","e15c5692"
"2013/4","PHYS08035","Mathematics for Physics 1",1,52,"C","2.2","61dac9c"
"2013/4","PHYS08036","Mathematics for Physics 2",1,44,"D","3rd","61dac9c"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,77,"A3","1st","665604c7"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,68,"B","2.1","665604c7"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,81,"A2","1st","88a29fa4"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,67,"B","2.1","88a29fa4"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","c44847fc"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,37,"E","Fail","c44847fc"
